title,genre,rating,status,episodes,release year,description
Promare,"['Anime', 'Hành động', 'Viễn tưởng', 'Mecha', 'Siêu năng lực']","['8.4', '48']",Đang tiến hành,3,2019,"Nội dung: 30 năm trước, một hiện tượng kinh hoàng đã xảy ra thiêu rụi hơn một nửa thế giới, và tạo ra một chủng người đột biến gọi là Burnish. Burnish là một chủng loài có khả năng tạo ra và điều khiển lửa. Bởi ngọn lửa ấy, chúng đốt cháy khắp nơi trên địa cầu. Câu chuyện theo bước chân của Galo và đội Burning Rescue trong trận chiến đối đầu với Mad Burnish."
Levius,"['Anime', 'Hành động', 'Viễn tưởng', 'Seinen', 'Mecha']","['7.6', '49']",Hoàn thành,12,2019,"Levius trẻ tuổi từng bước đi lên trong thế giới tàn bạo của quyền anh robot, dưới sự hướng dẫn của chú mình. Các thế lực bên ngoài võ đài đều để mắt đến anh."
Code Geass: Fukkatsu no Lelouch | Code Geass: Lelouch of the Resurrection,"['Anime', 'Hành động', 'Viễn tưởng', 'Drama', 'Mecha', 'Siêu năng lực', 'Quân đội']","['9.9', '422']",Hoàn thành,1,2019,Movie này là Câu chuyện xảy ra hai năm sau kế hoạch Zero Requiem của Lelouch.
Frame Arms Girl Movie: Kyakkya Ufufu na Wonderland,"['Anime', 'Hành động', 'Hài hước', 'Viễn tưởng', 'Đời thường', 'Mecha']","['9.1', '27']",Hoàn thành,1,2019,Nội dung đa phần là recap ss1 với thêm nhạc.... rất nhiều nhạc....             
Shingeki no Kyojin: The Final Season Part 3,"['Anime', 'Hành động', 'Giả tưởng', 'Quân đội', 'Drama']","['9.7', '395']",Hoàn thành,2,2023,Phần thứ 3 của Final Season. Mỗi tập của phần này đều có độ tài 1 tiếng.
Phong Hỏa Chiến Kỷ,"['Hành động', 'Giả tưởng', 'Quân đội', 'Viễn tưởng', 'CN Animation', 'Khoa huyễn']","['5.0', '43']",Hoàn thành,16,2023,"Trên một hành tinh tên là Sao Đỏ, Hội Thiên Trụ, chính quyền di dân của nhân loại, dùng một vật chất bí ẩn ""Tinh thạch Thương Hoàn"" để chế tạo một thiết bị có thể cải tạo bầu khí quyển - ""Hỗn Thiên"". "
Kantai Collection Itsuka Ano Umi de,"['Anime', 'Hành động', 'Học đường', 'Quân đội', 'Viễn tưởng']","['4.0', '53']",Đang tiến hành,8,2022,N/A
Ginga Eiyuu Densetsu: Die Neue These - Sakubou,"['Anime', 'Quân đội', 'Drama', 'Viễn tưởng']","['3.5', '47']",Hoàn thành,12,2022,"Phần 4 của bộ phim. Sau hơn 150 năm rơi vào bế tắc giữ hai siêu cường liên sao, Đế Quốc Ngân Hà và Liên Minh Các Tiểu Hành Tinh Tự Do, một thế hệ lãnh đạo mới đã xuất hiện: Thiên tài quân sự Reinhard von Lohengramm của phe Đế Quốc, và nhà sử học của phe Liên Minh, Yang Wen-li. Nhờ sự giúp đỡ của người bạn thân Kircheis Siegfried, Reinhard ngày càng thăng tiến trong Đế Quốc. Reinhard không chỉ vừa chiến đấu trên các trận chiến mà còn phải chiến đấu chống lại tàn dư của Vương Triều Goldenbaum sụp đổ để giải thoát em gái mình khỏi Kaiser và thống nhất nhân loại thành một thể thống nhất. Trong khi đó, bên kia ngân hà, Yang lại là người ủng hộ mạnh mẽ lý tưởng dân chủ bất chấp sự phản đối của Liên minh tự do. Anh cũng muốn chứng minh cho người học trò Minci Julian thấy rằng chế độ quân chủ chuyên chế không phải là cách duy nhất giải quyết vấn đề. Khi chiến tranh nổ ra, cả Reinhard và Yang đều cố gắng chiến đấu cho lý tưởng của mình với tư cách là người lãnh đạo trong kỷ nguyên mới của các anh hùng dải ngân hà."
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,"['Anime', 'Hành động', 'Quân đội', 'Drama', 'Viễn tưởng']","['4.1', '34']",Đang tiến hành,12,2022,Movie của Series Ginga Eiyuu Densetsu: Die Neue These
Shingeki no Kyojin: The Final Season Part 2,"['Anime', 'Hành động', 'Giả tưởng', 'Siêu năng lực', 'Quân đội', 'Drama']","['9.5', '770']",Hoàn thành,12,2022,Nửa sau của Final Season
Genjitsu Shugi Yuusha no Oukoku Saikenki 2nd Season,"['Anime', 'Hành động', 'Tình cảm', 'Quân đội', 'Harem']","['9.4', '641']",Hoàn thành,13,2022,Phần tiếp theo của Genjitsu Shugi Yuusha no Oukoku Saikenki
Dolls' Frontline,"['Anime', 'Hành động', 'Quân đội', 'Drama', 'Viễn tưởng']","['7.3', '90']",Hoàn thành,12,2022,"Cốt truyện của game lấy bối cảnh tương lai, nơi T-Dolls chiến đấu trong một cuộc chiến tranh thay vì con người. Phần lớn thế giới có thể sinh sống được và phần lớn nhân loại đã chết. Mặc dù những con búp bê đã từng sống một cuộc sống yên tĩnh, nhưng bây giờ chúng phải thích nghi."
Girls & Panzer: Saishuushou Part 3,"['Học đường', 'Quân đội']","['7.1', '23']",Đang tiến hành,1,2021,Girls & Panzer: Saishuushou Movie thứ 3
Genjitsu Shugi Yuusha no Oukoku Saikenki,"['Anime', 'Hành động', 'Tình cảm', 'Giả tưởng', 'Harem', 'Quân đội']","['9.4', '990']",Hoàn thành,13,2021,"Souma Kazuya đột ngột bị triệu hồi đến Vương Quốc Elfrieden trong một thế giới đang bị giày xéo bởi chiến tranh với ma vương. Thay vì chọn anh làm một người hùng ra chiến trận, Elfrieden lại muốn đem bán anh cho Đế Quốc để bù lại số tiền phải triều cống. Để tự cứu mình khỏi nguy hiểm, Souma quyết định sẽ canh tân đất nước, biến vương quốc Elfrieden trở nên hùng mạnh để họ không còn phải đem bán anh nữa. Từ đó bắt đầu Công cuộc tái thiết vương quốc của Anh hùng chủ nghĩa Hiện thực."
World Witches Take Off!,"['Anime', 'Hành động', 'Hài hước', 'Đời thường', 'Ecchi', 'Quân đội']","['6.7', '36']",Đang tiến hành,10,2021,"Các quốc gia trên toàn thế giới thành lập một liên minh để chống lại kẻ thù mới nổi của nhân loại Neuroi, kẻ mà chỉ những cô gái có sức mạnh đặc biệt mới có thể chống lại. Tuy nhiên, Neuroi không bao giờ xuất hiện. Thay vì chiến đấu, các phù thủy dành cả ngày nhàn rỗi. Lần này không chỉ theo sau đơn vị 501, mà còn đơn vị 502 được gọi là Phù thủy dũng cảm! Tập 2 của bộ phim truyền hình hài hước hàng ngày về những phù thủy không chiến đấu với Neuroi bắt đầu! (Nguồn: MAL News)"
Azur Lane: Bisoku Zenshin!,"['Anime', 'Hài hước', 'Viễn tưởng', 'Đời thường', 'Quân đội']","['9.0', '57']",Hoàn thành,12,2021,"Đây là một thế giới hơi đặc biệt nơi các cô gái đóng tàu sinh sống. Một cuộc sống học đường sôi động và thú vị dành cho các cô gái thuộc các phe phái khác nhau sẽ bắt đầu tại cảng hải quân Azur Lane. Sống hết mình, những cô gái này vướng vào nhiều trò tai quái khác nhau - chậm mà chắc!"
Shingeki no Kyojin: The Final Season,"['Anime', 'Hành động', 'Giả tưởng', 'Siêu nhiên', 'Shounen', 'Bí ẩn', 'Drama', 'Quân đội']","['9.6', '1048']",Đang tiến hành,16,2020,Mùa cuối cùng của series Shingeki no Kyojin.
Soukou Musume Senki,"['Anime', 'Hành động', 'Giả tưởng', 'Quân đội']","['6.7', '39']",Đang tiến hành,4,2021,"Bộ anime sẽ dựa trên câu chuyện từ Soukou Musume Mizel Rem Crisis, phiên bản làm lại của tựa game được nhượng quyền ra mắt vào ngày 21 tháng 5."
Senyoku no Sigrdrifa,"['Anime', 'Hành động', 'Quân đội']","['7.7', '57']",Hoàn thành,12,2020,"Các Pillar đột nhiên xuất hiện và đe dọa đến sự sống trên toàn bộ Trái Đất. Thần Odin xuất hiện cứu rỗi nhân loại, cung cấp phương thức để con người có thể phản công. Đó là những Valkyrie cùng các chiến cơ tinh linh của họ. Những cô gái với kỹ năng điêu luyện và tính cách cực kỳ rắc rối này ngày qua ngày đều phải chiến đấu - nhưng trận quyết chiến cuối cùng đã sắp bắt đầu."
Strike Witches: Road to Berlin,"['Anime', 'Hành động', 'Viễn tưởng', 'Ecchi', 'Quân đội']","['7.1', '48']",Hoàn thành,12,2020,Mùa thứ 3 của anime Strike Witches
"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen","['Anime', 'Hành động', 'Tình cảm', 'Giả tưởng', 'Quân đội']","['9.2', '801']",Hoàn thành,12,2020,"Trận chiến khốc liệt đã diễn ra giữa Đế Chế với nền khoa học tiên tiến và Nebulis, nơi ở của những phù thủy―cho đến khi hiệp sĩ trẻ nhất từng nhận được danh hiệu giành cho những người mạnh nhất Đế Chế gặp gỡ nàng công chúa của quốc gia đối địch. Dù là kẻ thù không đội trời chung, chàng hiệp sĩ bị quyến rũ bởi vẻ đẹp và danh giá của nàng, và công chúa thì cảm động trước sức mạnh và nhân càng của chàng. Liệu cuộc chiến giữa họ có bao giờ kết thúc?"
Gekijouban High School Fleet ,"['Anime', 'Hành động', 'Viễn tưởng', 'Phiêu lưu', 'Học đường', 'Đời thường', 'Quân đội']","['9.3', '28']",Hoàn thành,1,2020,Tiếp tục dòng thời gian Haifuri
Sousou no Frieren,"['Anime', 'Giả tưởng', 'Drama', 'Phiêu lưu']","['9.4', '479']",Hoàn thành,28,2023,"Khác với các câu truyện khác về cuộc hành trình tiêu diệt ma vương, câu truyện của Frieren lại diễn ra sau khi cuộc hành trình dũng giả của cô kết thúc. Bản thân là chủng tộc elf, quan niệm về thời gian của cô rất khác con người. Thấm thoát đã hơn một đời người và từng người bạn của cô sắp phải ra đi vì tuổi già, trong khi Frieren vẫn không hiểu được con người và mãi luyến tiếc vì cô đã không thể hiểu được bạn mình sớm hơn."
"Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga","['Anime', 'Hành động', 'Tình cảm', 'Giả tưởng', 'Drama', 'Dị giới']","['7.7', '199']",Hoàn thành,12,2024,"Tỉnh dậy trước sự hỗn loạn và tàn sát tột độ khi đang đi dã ngoại với trường, Yogiri Takatou phát hiện ra rằng mọi người trong lớp của mình đã được chuyển đến một thế giới khác! Bằng cách nào đó, anh ta đã tự mình ngủ được trong toàn bộ thử thách, bỏ lỡ Món quà—sức mạnh được ban cho những người khác bởi một Hiền nhân bí ẩn xuất hiện để vận chuyển họ. Tệ hơn nữa, cậu và một người bạn cùng lớp khác bị bạn bè bỏ rơi một cách tàn nhẫn, bị bỏ lại làm mồi nhử để đánh lạc hướng một con rồng gần đó. Mặc dù không quá bận tâm đến ý nghĩ về cái chết nhưng anh vẫn miễn cưỡng quyết định bảo vệ người bạn đồng hành duy nhất của mình. Suy cho cùng, một con quái vật Cấp 1000 thấp kém sẽ không có cơ hội chống lại sức mạnh bí mật có thể gây ra Cái chết tức thì chỉ bằng một ý nghĩ của hắn! Nếu anh ta có thể tỉnh táo đủ lâu để bận tâm sử dụng nó, thì đó là... "
Maboroshi,"['Anime', 'Tình cảm', 'Drama']","['7.6', '56']",Đang tiến hành,1,2024,N/A
Tokyo Revengers: Tenjiku-hen,"['Anime', 'Hành động', 'Drama', 'Siêu nhiên']","['4.3', '318']",Hoàn thành,13,2023,Phần 3 của bộ phim Tokyo Revengers
Bokura no Ameiro Protocol,"['Anime', 'Hành động', 'Drama']","['6.3', '76']",Đang tiến hành,12,2023,N/A
Hametsu No Okoku,"['Anime', 'Hành động', 'Drama', 'Siêu nhiên']","['7.1', '186']",Hoàn thành,12,2023,"Trong nhiều thời đại, loài người phát triển nhờ sức mạnh ma thuật, món quà từ các phù thủy để giúp đỡ loài người. Nhưng thời thế đã thay đổi. Việc mở rộng Gear khoa học đã khiến cả phép thuật và phù thủy trở nên lỗi thời. Để giải phóng nhân loại khỏi sự tàn lụi của ma thuật, Đế chế Redia hùng mạnh bắt đầu một cuộc săn lùng tàn nhẫn nhằm tiêu diệt tất cả phù thủy. Adonis chỉ là một cậu bé khi cuộc đi săn bắt đầu, học trò của một phù thủy mà anh vô cùng yêu quý. Khi chết dưới tay đế quốc, Adonis thề sẽ trả thù. Bằng sức mạnh của phù thủy giận dữ này, máu sẽ chảy!"
Tate no Yuusha no Nariagari Season 3,"['Anime', 'Hành động', 'Giả tưởng', 'Drama', 'Phiêu lưu']","['8.9', '274']",Hoàn thành,12,2023,Phần 3 của bộ phim Tate no Yuusha no Nariagari
Delicious in Dungeon,"['Anime', 'Hành động', 'Hài hước', 'Seinen', 'Siêu nhiên']","['8.7', '166']",Đang tiến hành,24,2024,"Hầm ngục, rồng… và món quái vật hầm thơm ngon!? Các nhà thám hiểm đột nhập vào vương quốc trúng lời nguyền bị chôn vùi để cứu bạn mình và gây náo loạn trên đường đi"
Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,"['Anime', 'Hành động', 'Hài hước', 'Seinen', 'Siêu nhiên', 'Kinh dị']","['9.1', '419']",Hoàn thành,12,2023,"Điều gì đáng sợ hơn tận thế? Theo như Tendo Akira thì đó là phải làm việc 24/7 suốt 3 năm trời với tiền lương ít ỏi và phải tăng ca liên tục. Trong con mắt của một gã làm công ăn lương bị đì, thế giới màu xám của Akira lại vô tình được giải thoát bởi chính đại dịch zombie. Bỗng dưng cậu lại tìm thấy lý do sống của mình một lần nữa."
Hoshikuzu Telepath,"['Anime', 'Siêu nhiên', 'Hài hước', 'Seinen']","['6.9', '56']",Hoàn thành,12,2023,"Câu chuyện xoay quanh Konohoshi Umika, một nữ sinh rất dở giao tiếp với mọi người và có mong ước được gặp người ngoài hành tinh. Và rồi, Umika đã từ bỏ việc kết bạn với người khác. Bỗng một ngày, cô gặp Akeuchi Yuu, một học sinh kì lạ đến trễ trong ngày khai giảng. Yuu tự xưng là người ngoài hành tinh, khiến cho cả Umika rất tò mò và muốn kết bạn với Yuu."
Under Ninja,"['Anime', 'Hành động', 'Seinen']","['6.4', '56']",Hoàn thành,12,2023,"Một bộ truyện mới của Hanazawa Kengo - tác giả bộ I am a Hero. Ninja tưởng chừng như đã bị tiêu diệt sau Thế chiến thứ 2 nhưng thực ra họ vẫn còn tồn tại cho đến ngày nay, chỉ là không thực hiện nhiệm vụ công khai mà thôi. Kumogakure Kurō, một ninja và là một tên Neet, sau một thời gian dài chờ đợi, cuối cùng cũng nhận được nhiệm vụ từ cấp trên. Nhiệm vụ đó là gì? Và hãy xem anh ta thực hiện ra sao nhé!"
